"Year","DS_Dur_WS","DS_Tim","DS_Mag_50","DS_Mag_90","FA_Dur","FA_Mag","FA_Tim","SP_ROC","SP_Dur","SP_Mag","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","Peak_Tim_10","Peak_Tim_2","Peak_Tim_5","Peak_Dur_10","Peak_Dur_2","Peak_Dur_5","Peak_10","Peak_2","Peak_5","Peak_Fre_10","Peak_Fre_2","Peak_Fre_5","ReportingNode","Scenario"
"2012",178,221,48.3129,50.20295,1,1456.45920209068,4,0.03568191925888,22,2095.2616,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7128.47874,2610.5285,5828.28846,NA,NA,NA,"F300","ConservativeInfiltration_WRP100_UBF0"
"2013",199,303,47.1697,50.25656,4,128.377028106719,10,0.0147761176817525,82,643.5932,221,188,44.51164,47.7523,33,NA,NA,NA,NA,NA,NA,7128.47874,2610.5285,5828.28846,NA,NA,NA,"F300","ConservativeInfiltration_WRP100_UBF0"
"2014",72,344,45.98735,48.49491,3,102.166435942871,8,0.0198574049892356,190,5514.0235,154,18,47.18016,49.1162,136,NA,150,NA,NA,1,NA,7128.47874,2610.5285,5828.28846,NA,1,NA,"F300","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,43.245,46.94616,2,303.451542662456,31,0.0308952567256163,83,1225.2455,155,105,43.97742,47.1422,50,NA,72,NA,NA,1,NA,7128.47874,2610.5285,5828.28846,NA,1,NA,"F300","ConservativeInfiltration_WRP100_UBF0"
"2016",190,245,44.2775,47.00206,2,114.31270140414,4,0.0240745463045603,50,264.5526,195,130,37.33391,44.19505,65,NA,NA,NA,NA,NA,NA,7128.47874,2610.5285,5828.28846,NA,NA,NA,"F300","ConservativeInfiltration_WRP100_UBF0"
"2017",237,198,41.4597,44.41598,4,251.308129613177,16,0.0365346315556539,55,5906.8547,143,74,43.47205,47.6648,69,NA,113,139,NA,3,1,7128.47874,2610.5285,5828.28846,NA,3,1,"F300","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,182.85956944921,3,0.132703337847559,66,10377.9701,174,128,50.5886,56.96375,46,170,124.5,170,1,2,1,8273.5484,3079.5253,6782.47122,1,2,1,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2012",177,221,57.1931,59.48384,1,1727.31177364635,4,0.0654931463491833,22,2456.0483,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8273.5484,3079.5253,6782.47122,NA,NA,NA,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2013",201,302,56.3002,60.705,4,158.324531226627,10,0.0171409161374505,81,760.901,221,189,55.23522,58.9458,32,NA,NA,NA,NA,NA,NA,8273.5484,3079.5253,6782.47122,NA,NA,NA,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2014",57,359,53.4979,56.05246,3,142.794718595037,8,0.0208714275042875,205,6429.9537,154,17,56.80336,58.8494,137,NA,150,NA,NA,1,NA,8273.5484,3079.5253,6782.47122,NA,1,NA,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,50.4761,55.08834,2,425.648949827408,31,0.0306048261675705,83,1429.1983,155,105,53.44178,56.9065,50,NA,72,NA,NA,1,NA,8273.5484,3079.5253,6782.47122,NA,1,NA,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2016",205,231,49.4689,52.86364,2,189.920419919886,4,0.0227847474618294,36,303.5948,195,130,45.63646,52.61915,65,NA,NA,NA,NA,NA,NA,8273.5484,3079.5253,6782.47122,NA,NA,NA,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2017",238,198,47.25095,50.59596,4,274.53632913668,16,0.040719292649454,55,6870.6006,143,73,53.22518,58.4405,70,NA,113,139,NA,3,1,8273.5484,3079.5253,6782.47122,NA,3,1,"LA14","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,215.425645583629,3,0.133171608866911,66,10887.7531,174,128,50.48046,56.9503,46,170,124.5,170,1,2,1,8672.39476,3323.0901,7128.6566,1,2,1,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2012",178,221,56.99295,59.21254,1,1849.51822282124,4,0.0375419310164633,22,2568.7592,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8672.39476,3323.0901,7128.6566,NA,NA,NA,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2013",200,303,56.119,60.56371,4,244.837742433857,10,0.0171995851326179,82,808.4027,221,188,55.06749,58.8335,33,NA,NA,NA,NA,NA,NA,8672.39476,3323.0901,7128.6566,NA,NA,NA,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2014",56,359,53.32985,55.94285,3,157.427093036176,8,0.0207232342141263,205,6861.3262,154,17,56.67742,58.7234,137,NA,150,NA,NA,1,NA,8672.39476,3323.0901,7128.6566,NA,1,NA,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,50.2383,54.90752,2,488.705606497977,31,0.0307061242741651,83,1471.0826,155,106,53.3195,56.7379,49,NA,72,NA,NA,1,NA,8672.39476,3323.0901,7128.6566,NA,1,NA,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2016",205,231,49.3035,52.64324,2,214.882734756248,4,0.0231628168967418,36,323.3523,195,130,45.51918,52.47275,65,NA,NA,NA,NA,NA,NA,8672.39476,3323.0901,7128.6566,NA,NA,NA,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2017",238,198,47.04585,50.4085,4,283.216378401788,16,0.040863847724722,55,7195.4892,143,73,53.15112,58.3705,70,NA,113,139,NA,3,1,8672.39476,3323.0901,7128.6566,NA,3,1,"LA13","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,237.588139142257,3,0.0947032624486102,66,10953.0518,174,129,74.43176,82.305,45,170,124.5,170,1,2,1,8729.32316,3363.7912,7180.937,1,2,1,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2012",177,222,73.1302,76.83416,2,1888.20833877131,4,0.0212840079655913,23,2601.8156,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8729.32316,3363.7912,7180.937,NA,NA,NA,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2013",199,303,73.0775,80.13094,3,267.70147672909,10,0.0188500853231725,82,831.9508,221,188,72.69202,79.7115,33,NA,NA,NA,NA,NA,NA,8729.32316,3363.7912,7180.937,NA,NA,NA,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2014",204,211,68.1213,71.16006,2,176.292824144726,8,0.0290848734655763,57,6917.3354,154,18,74.00282,77.31705,136,NA,150,NA,NA,1,NA,8729.32316,3363.7912,7180.937,NA,1,NA,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,64.8882,72.9017,2,514.928278295243,31,0.0367525686251867,83,1497.6168,155,106,69.4291,75.37905,49,NA,72,NA,NA,1,NA,8729.32316,3363.7912,7180.937,NA,1,NA,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2016",204,230,61.9901,66.41079,2,237.49937760393,4,0.0490215092492542,35,343.0445,195,130,62.19294,69.38145,65,NA,NA,NA,NA,NA,NA,8729.32316,3363.7912,7180.937,NA,NA,NA,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2017",235,199,58.4207,65.8242,4,300.811822242085,16,0.0342956057049082,56,7246.8374,143,75,69.64962,76.2105,68,NA,113,139,NA,3,1,8729.32316,3363.7912,7180.937,NA,3,1,"GLEN","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,249.136965096124,3,0.0931452700070083,66,11115.2814,174,128,75.8829,83.80565,46,170,124.5,170,1,2,1,8887.95336,3448.4776,7338.9923,1,2,1,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2012",177,222,74.4481,78.1747,2,1951.39078732991,4,0.0255108545872707,23,2646.7279,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8887.95336,3448.4776,7338.9923,NA,NA,NA,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2013",199,303,74.4978,81.65426,3,284.65297417485,10,0.0185714667402402,82,849.0991,221,188,74.09798,81.1816,33,NA,NA,NA,NA,NA,NA,8887.95336,3448.4776,7338.9923,NA,NA,NA,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2014",204,211,69.43055,72.56728,2,177.948367801333,8,0.0285582000906681,57,7082.6895,154,18,75.48022,78.7945,136,NA,150,NA,NA,1,NA,8887.95336,3448.4776,7338.9923,NA,1,NA,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,66.2353,74.3052,2,538.957720393037,31,0.0360811776225487,83,1522.0724,155,106,70.9065,76.88895,49,NA,72,NA,NA,1,NA,8887.95336,3448.4776,7338.9923,NA,1,NA,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2016",206,229,63.39205,67.8906,2,249.282826025876,4,0.0480085380670564,34,349.2941,195,130,63.67043,70.87355,65,NA,NA,NA,NA,NA,NA,8887.95336,3448.4776,7338.9923,NA,NA,NA,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2017",206,229,60.7711,67.76655,4,305.839463432122,16,0.0283794598762825,86,7403.068,143,74,71.25566,77.78835,69,NA,113,139,NA,3,1,8887.95336,3448.4776,7338.9923,NA,3,1,"LA11","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,273.088893043747,3,0.0913431160570672,66,11496.9302,174,128,77.58322,85.53785,46,170,124.5,170,1,2,1,9223.13642,3723.7083,7659.46984,1,2,1,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2012",177,222,76.0617,79.78522,2,2138.38311761059,4,0.0249835934739286,23,2742.6344,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9223.13642,3723.7083,7659.46984,NA,NA,NA,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2013",200,303,76.1709,83.45254,3,384.357531730983,10,0.0182473671267574,82,905.2616,221,188,75.74946,82.9555,33,NA,NA,NA,NA,NA,NA,9223.13642,3723.7083,7659.46984,NA,NA,NA,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2014",204,211,71.0179,74.23318,2,180.851045200323,8,0.0279648641207896,57,7468.2536,154,17,77.02866,80.6267,137,NA,150,NA,NA,1,NA,9223.13642,3723.7083,7659.46984,NA,1,NA,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,67.9357,75.9633,2,591.571258544261,31,0.0402993952632803,9,709.3307,229,180,68.58043,75.7555,49,NA,72,NA,NA,1,NA,9223.13642,3723.7083,7659.46984,NA,1,NA,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2016",206,229,65.03815,69.53025,2,294.866399837521,4,0.0468590227416846,34,374.4041,195,130,65.36674,72.61975,65,NA,NA,NA,NA,NA,NA,9223.13642,3723.7083,7659.46984,NA,NA,NA,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2017",206,229,62.3541,69.5163,4,318.19107987366,16,0.0268484318500862,86,7707.2739,143,74,72.98784,79.4901,69,NA,113,139,NA,3,1,9223.13642,3723.7083,7659.46984,NA,3,1,"F57C","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,285.690622966419,3,0.0914601796176772,66,11917.8027,174,128,77.79756,86.04735,46,170,124.5,170,1,2,1,9660.91092,4151.3068,8120.78324,1,2,1,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2012",176,223,76.02655,79.8789,2,2482.37090439652,4,0.0249835934739286,24,2874.1119,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9660.91092,4151.3068,8120.78324,NA,NA,NA,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2013",200,303,76.17095,84.21852,3,536.307082776416,10,0.0191704828064038,82,1019.5553,221,188,75.74946,83.06525,33,NA,NA,NA,NA,NA,NA,9660.91092,4151.3068,8120.78324,NA,NA,NA,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2014",204,211,71.0179,74.2417,2,183.384155181132,8,0.0287186604740358,57,7978.6506,154,17,77.02866,80.6267,137,NA,150,NA,NA,1,NA,9660.91092,4151.3068,8120.78324,NA,1,NA,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,67.9357,75.96442,2,666.429426313611,31,0.0403006533929924,9,877.6128,229,180,68.58043,75.94035,49,NA,72,NA,NA,1,NA,9660.91092,4151.3068,8120.78324,NA,1,NA,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2016",205,230,65.032,69.69226,2,348.231687920302,4,0.0468590227416846,35,408.8547,195,130,65.36674,72.7138,65,NA,NA,NA,NA,NA,NA,9660.91092,4151.3068,8120.78324,NA,NA,NA,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2017",207,228,62.2191,69.68034,4,344.266837435525,16,0.0322443270003594,85,8156.3164,143,74,73.24259,80.7899,69,NA,113,139,NA,3,1,9660.91092,4151.3068,8120.78324,NA,3,1,"LA8","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,240,NA,NA,1,295.590907819345,3,0.0902371912712104,66,13060.9783,174,113,78.80526,87.3648,61,170,82,170,1,3,1,10786.33996,5043.059,9243.35474,1,3,1,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2012",177,222,76.0617,80.02308,2,3128.93643602472,4,0.176159261028826,10,635.86,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10786.33996,5043.059,9243.35474,NA,NA,NA,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2013",270,233,78.1348,91.49968,3,759.889139030809,10,0.018090727776016,12,1203.182,221,188,75.86899,84.0683,33,NA,NA,NA,NA,NA,NA,10786.33996,5043.059,9243.35474,NA,NA,NA,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2014",209,206,71.0302,74.4057,2,189.356414502132,8,0.0306412537214742,52,9137.1161,154,17,77.02866,80.6267,137,NA,150,NA,NA,1,NA,10786.33996,5043.059,9243.35474,NA,1,NA,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2015",193,238,67.9388,75.98482,2,822.313743252711,31,0.0446148684637425,9,1092.4958,229,180,68.58043,76.81885,49,NA,72,NA,NA,1,NA,10786.33996,5043.059,9243.35474,NA,1,NA,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2016",205,230,65.0512,70.42884,5,404.32992853592,4,0.0492430904713095,35,451.2541,195,130,65.88278,72.96965,65,NA,NA,NA,NA,NA,NA,10786.33996,5043.059,9243.35474,NA,NA,NA,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2017",207,228,62.4891,70.44234,4,412.879556020374,16,0.038572594811457,85,9269.9144,143,74,74.08957,100.92035,69,NA,113,139,NA,3,1,10786.33996,5043.059,9243.35474,NA,3,1,"F34D","ConservativeInfiltration_WRP100_UBF0"
"2011",193,182,0.07,0.17,4,2.72477480265671,4,0.922316049930768,98,7391.875,84,22,0.73771,1.07535,62,NA,86,79,NA,7,2,10065.45284,347.1308,6295.2698,NA,3,1,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2012",NA,222,NA,NA,6,1908.78088553212,4,0.143599203844847,10,54.3897,212,203,0.02,0.2034,9,NA,4,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2013",170,244,0.05,0.12816,6,346.766296850915,10,0.298469387755102,23,56.8279,221,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10065.45284,347.1308,6295.2698,NA,1,NA,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2014",194,196,0.0098,0.07056,NA,NA,NA,0.403873308017683,42,271.0803,154,106,0,0.03605,48,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2015",252,197,0.02,0.04,NA,NA,NA,0.555956678700361,41,48.5325,156,132,0,0.02,24,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2016",294,170,0.02,0.06,NA,NA,NA,0.25,70,84.1968,100,17,0.01684,0.02,83,NA,NA,NA,NA,NA,NA,10065.45284,347.1308,6295.2698,NA,NA,NA,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2017",312,152,0.03,0.10765,3,37.8631356419427,50,0.395486388915992,35,14075.8196,117,19,0.06684,7.4832,98,113,113,113,1,4,1,10065.45284,347.1308,6295.2698,1,3,1,"F45B","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,239,NA,NA,1,298.706971645957,3,0.0763677229799417,65,13451.8704,174,113,80.50198,89.1575,61,NA,124.5,79,NA,5,1,17525.37936,5633.9499,13958.1465,NA,2,1,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2012",178,223,76.22435,80.28918,2,5229.58855819151,4,0.174621128706132,11,785.3087,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17525.37936,5633.9499,13958.1465,NA,NA,NA,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2013",270,233,78.4004,92.08587,3,1204.93543327814,10,0.0220836066880136,12,1287.9521,221,186,76.42385,84.17195,35,NA,NA,NA,NA,NA,NA,17525.37936,5633.9499,13958.1465,NA,NA,NA,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2014",221,195,71.1093,74.6954,2,189.676950892726,8,0.0359083547864688,41,9821.4101,154,17,77.02866,80.6543,137,NA,150,NA,NA,1,NA,17525.37936,5633.9499,13958.1465,NA,1,NA,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2015",193,239,67.977,76.44408,2,1011.03973989654,31,0.0587868474336868,10,1166.4068,229,179,68.57656,77.3538,50,NA,72,NA,NA,1,NA,17525.37936,5633.9499,13958.1465,NA,1,NA,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2016",207,230,65.1113,71.94972,5,419.477509986421,4,0.0546295267375387,35,470.4139,195,129,66.2341,73.6576,66,NA,NA,NA,NA,NA,NA,17525.37936,5633.9499,13958.1465,NA,NA,NA,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2017",209,228,62.6112,71.73786,4,478.94606776273,16,0.040301612027743,85,11848.8334,143,72,74.72516,131.2048,71,113,113,113,1,3,1,17525.37936,5633.9499,13958.1465,1,3,1,"LA3","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,239,NA,NA,1,300.21539401789,3,0.0833172021132108,64,4400.1663,175,114,80.64821,92.58035,61,NA,124.5,79,NA,5,1,19508.5569,6329.8021,15778.58688,NA,2,1,"F319","ConservativeInfiltration_WRP100_UBF0"
"2012",178,223,76.22435,80.28918,2,5459.46570512604,4,0.17483691403196,11,933.2177,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19508.5569,6329.8021,15778.58688,NA,NA,NA,"F319","ConservativeInfiltration_WRP100_UBF0"
"2013",270,233,78.4748,92.7707,3,1358.6728270216,10,0.022854658025447,12,1338.3879,221,186,76.44835,84.5024,35,NA,NA,NA,NA,NA,NA,19508.5569,6329.8021,15778.58688,NA,NA,NA,"F319","ConservativeInfiltration_WRP100_UBF0"
"2014",222,194,71.14485,74.69262,2,190.086078800318,8,0.0394931614574499,40,10422.9996,154,17,77.02866,80.6543,137,NA,150,NA,NA,1,NA,19508.5569,6329.8021,15778.58688,NA,1,NA,"F319","ConservativeInfiltration_WRP100_UBF0"
"2015",193,239,68.0764,76.57696,2,1138.40777339052,31,0.0641383308891239,10,1262.1846,229,179,68.57656,77.3555,50,NA,72,NA,NA,1,NA,19508.5569,6329.8021,15778.58688,NA,1,NA,"F319","ConservativeInfiltration_WRP100_UBF0"
"2016",207,230,65.1429,73.21708,5,444.356924400998,4,0.0551170911585355,36,509.047,194,128,66.25977,73.86365,66,NA,NA,NA,NA,NA,NA,19508.5569,6329.8021,15778.58688,NA,NA,NA,"F319","ConservativeInfiltration_WRP100_UBF0"
"2017",209,228,62.6112,72.75594,4,590.439294554581,16,0.0449805225091475,85,12973.5428,143,72,75.0199,153.769,71,113,113,113,1,3,1,19508.5569,6329.8021,15778.58688,1,3,1,"F319","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,239,NA,NA,1,300.206521475169,3,0.0833177369408863,64,4414.1098,175,114,80.64821,92.58035,61,NA,124.5,79,NA,5,1,19599.89186,6362.6486,15814.7456,NA,2,1,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2012",178,223,76.22435,80.28918,2,5467.02615912287,4,0.17483691403196,11,939.7524,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19599.89186,6362.6486,15814.7456,NA,NA,NA,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2013",270,233,78.47565,92.7707,3,1377.51226177705,10,0.022854658025447,12,1347.982,221,186,76.44835,84.5024,35,NA,NA,NA,NA,NA,NA,19599.89186,6362.6486,15814.7456,NA,NA,NA,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2014",222,194,71.14485,74.69262,2,190.181287767033,8,0.0394931614574499,40,10448.77,154,17,77.02866,80.6543,137,NA,150,NA,NA,1,NA,19599.89186,6362.6486,15814.7456,NA,1,NA,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2015",193,239,68.0764,76.57696,2,1143.90285987046,31,0.0641383308891239,10,1274.4028,229,179,68.57656,77.3555,50,NA,72,NA,NA,1,NA,19599.89186,6362.6486,15814.7456,NA,1,NA,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2016",207,230,65.1429,73.21708,5,445.05296235256,4,0.0551170911585355,36,509.89,194,128,66.26619,73.8661,66,NA,NA,NA,NA,NA,NA,19599.89186,6362.6486,15814.7456,NA,NA,NA,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2017",209,228,62.6112,72.75594,4,594.530647543646,16,0.0449805225091475,85,13031.6178,143,72,75.0199,154.5043,71,113,113,113,1,3,1,19599.89186,6362.6486,15814.7456,1,3,1,"LA2","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,239,NA,NA,1,300.208693999617,3,0.0833177369408863,64,4424.81,175,114,80.64821,92.5965,61,NA,124.5,79,NA,5,1,19885.5571,6437.1397,15938.56402,NA,2,1,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2012",178,223,76.22435,80.28918,2,5471.63815195553,4,0.17483691403196,11,943.8996,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19885.5571,6437.1397,15938.56402,NA,NA,NA,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2013",270,233,78.4761,92.93543,3,1383.97282228305,10,0.022854658025447,12,1353.1457,221,186,76.44835,84.5024,35,NA,NA,NA,NA,NA,NA,19885.5571,6437.1397,15938.56402,NA,NA,NA,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2014",223,194,71.1308,74.68984,2,190.19569911336,8,0.0394931614574499,40,10476.5861,154,17,77.02866,80.6543,137,NA,150,NA,NA,1,NA,19885.5571,6437.1397,15938.56402,NA,1,NA,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2015",193,239,68.0764,76.57696,2,1146.87330840777,31,0.0641383308891239,10,1281.1949,229,178,68.57269,77.5075,51,NA,72,NA,NA,1,NA,19885.5571,6437.1397,15938.56402,NA,1,NA,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2016",207,230,65.1429,73.225,5,445.432171788114,4,0.0551170911585355,36,510.3129,194,128,66.26655,73.8907,66,NA,NA,NA,NA,NA,NA,19885.5571,6437.1397,15938.56402,NA,NA,NA,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2017",209,228,62.6112,72.7665000000001,4,597.5737581723,16,0.0449805225091475,85,13247.2172,143,72,75.0199,154.8155,71,113,113,113,1,3,1,19885.5571,6437.1397,15938.56402,1,3,1,"LA1","ConservativeInfiltration_WRP100_UBF0"
"2011",NA,294,NA,NA,3,313.191519751797,5,0.0941445741422432,120,3717.0999,174,113,10.36192,22.6963,61,170,124.5,170,1,2,1,3458.97264,1175.7627,3072.0461,1,2,1,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2012",175,222,8.1646,10.04312,3,604.128660853012,4,0.150077141358156,23,1076.8347,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3458.97264,1175.7627,3072.0461,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2013",155,334,5.9533,11.93918,3,33.7123121350343,10,0.097753867023133,97,20.4256,237,206,5.31695,13.1319,31,NA,NA,NA,NA,NA,NA,3458.97264,1175.7627,3072.0461,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2014",107,305,6.5077,8.60796,3,8.81670985219909,8,0.0808948582201969,151,2212.6793,154,31,10.8625,14.7658,123,NA,150,NA,NA,1,NA,3458.97264,1175.7627,3072.0461,NA,1,NA,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2015",127,305,0.9199,3.06628,4,117.058311456012,30,0.222969406326661,150,566.2728,155,109,6.7503,12.6471,46,NA,72,NA,NA,1,NA,3458.97264,1175.7627,3072.0461,NA,1,NA,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2016",191,246,2.6453,5.9133,2,49.209908638673,4,0.136909984596532,51,110.3536,195,129,1.19784,6.1339,66,NA,NA,NA,NA,NA,NA,3458.97264,1175.7627,3072.0461,NA,NA,NA,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2017",140,297,2.2392,6.42486,2,123.277007436808,16,0.159587046902216,154,3286.8878,143,72,0.17405,27.8112,71,NA,113,139,NA,3,1,3458.97264,1175.7627,3072.0461,NA,3,1,"LA20","ConservativeInfiltration_WRP100_UBF100"
"2011",NA,293,NA,NA,3,455.082724873503,5,0.0315355836201134,119,6185.2704,174,113,33.85324,47.9247,61,170,124.5,170,1,2,1,5190.71562,1809.7011,4347.36782,1,2,1,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2012",178,221,35.5282,38.52487,3,943.145331154732,4,0.047930375264546,22,1517.3745,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5190.71562,1809.7011,4347.36782,NA,NA,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2013",165,333,30.7728,36.89964,6,86.4170768834213,10,0.026472273316648,112,459.0904,221,188,24.58087,36.159,33,NA,NA,NA,NA,NA,NA,5190.71562,1809.7011,4347.36782,NA,NA,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2014",125,287,33.3679,36.07702,4,44.671545450032,8,0.0247035112531643,133,3626.1227,154,22,36.76088,42.1486,132,NA,150,NA,NA,1,NA,5190.71562,1809.7011,4347.36782,NA,1,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2015",194,239,23.39685,26.24583,5,183.230086412094,30,0.0323541832063647,84,870.295,155,109,14.36886,37.7521,46,NA,72,NA,NA,1,NA,5190.71562,1809.7011,4347.36782,NA,1,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2016",198,238,27.98475,31.75868,3,74.6193727098004,4,0.0246903168359283,43,178.3816,195,128,23.88188,29.4674,67,NA,NA,NA,NA,NA,NA,5190.71562,1809.7011,4347.36782,NA,NA,NA,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2017",163,273,26.6355,31.8611,2,194.845899449214,16,0.0234880620530845,130,4527.6791,143,73,25.677,57.123,70,NA,113,139,NA,3,1,5190.71562,1809.7011,4347.36782,NA,3,1,"LA20_2","ConservativeInfiltration_WRP100_UBF100"
"2011",NA,267,NA,NA,1,133.002037582251,3,0.0804584138141365,92,2709.6545,175,115,57.0311,80.2364,60,170,124.5,170,1,3,1,7196.91926,2633.3971,5865.92186,1,2,1,"F300","ConservativeInfiltration_WRP100_UBF100"
"2012",180,221,59.48945,62.81238,1,1475.56407580195,4,0.0759467992207968,22,2137.6401,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7196.91926,2633.3971,5865.92186,NA,NA,NA,"F300","ConservativeInfiltration_WRP100_UBF100"
